# decoded solutions
Answer 1: x1=1, x2=3, x3=2
Answer 665: x1=1, x2=3, x3=2
Answer 666: x1=3, x2=1, x3=2
Answer 667: x1=1, x2=3, x3=2
Answer 668: x1=3, x2=1, x3=2
Answer 669: x1=1, x2=3, x3=2
Answer 670: x1=1, x2=3, x3=2
Answer 671: x1=3, x2=1, x3=2
Answer 672: x1=3, x2=1, x3=2
Answer 673: x1=1, x2=3, x3=2
Answer 674: x1=3, x2=1, x3=2
Answer 675: x1=1, x2=3, x3=2
Answer 676: x1=3, x2=1, x3=2
Answer 677: x1=1, x2=3, x3=2
Answer 678: x1=1, x2=3, x3=2
Answer 679: x1=3, x2=1, x3=2
Answer 680: x1=3, x2=1, x3=2
Answer 681: x1=1, x2=3, x3=2
Answer 682: x1=3, x2=1, x3=2
Answer 683: x1=1, x2=3, x3=2
Answer 684: x1=3, x2=1, x3=2
Answer 685: x1=1, x2=3, x3=2
Answer 686: x1=1, x2=3, x3=2
Answer 687: x1=3, x2=1, x3=2
Answer 688: x1=3, x2=1, x3=2
Answer 689: x1=1, x2=3, x3=2
Answer 690: x1=3, x2=1, x3=2
Answer 691: x1=1, x2=3, x3=2
Answer 692: x1=3, x2=1, x3=2
Answer 693: x1=1, x2=3, x3=2
Answer 694: x1=1, x2=3, x3=2
Answer 695: x1=3, x2=1, x3=2
Answer 696: x1=3, x2=1, x3=2
Answer 697: x1=1, x2=3, x3=2
Answer 698: x1=3, x2=1, x3=2
Answer 699: x1=1, x2=3, x3=2
Answer 700: x1=3, x2=1, x3=2
Answer 701: x1=1, x2=3, x3=2
Answer 702: x1=1, x2=3, x3=2
Answer 703: x1=3, x2=1, x3=2
Answer 704: x1=3, x2=1, x3=2
Answer 705: x1=1, x2=3, x3=2
Answer 706: x1=3, x2=1, x3=2
Answer 707: x1=1, x2=3, x3=2
Answer 708: x1=3, x2=1, x3=2
Answer 709: x1=1, x2=3, x3=2
Answer 710: x1=1, x2=3, x3=2
Answer 711: x1=3, x2=1, x3=2
Answer 712: x1=3, x2=1, x3=2
Answer 713: x1=1, x2=3, x3=2
Answer 714: x1=3, x2=1, x3=2
Answer 715: x1=1, x2=3, x3=2
Answer 716: x1=3, x2=1, x3=2
Answer 717: x1=1, x2=3, x3=2
Answer 718: x1=1, x2=3, x3=2
Answer 719: x1=3, x2=1, x3=2
Answer 720: x1=3, x2=1, x3=2
Answer 721: x1=1, x2=3, x3=2
Answer 722: x1=3, x2=1, x3=2
Answer 723: x1=1, x2=3, x3=2
Answer 724: x1=3, x2=1, x3=2
Answer 725: x1=1, x2=3, x3=2
Answer 726: x1=1, x2=3, x3=2
Answer 727: x1=3, x2=1, x3=2
Answer 728: x1=3, x2=1, x3=2
Answer 729: x1=1, x2=3, x3=2
Answer 730: x1=3, x2=1, x3=2
Answer 731: x1=1, x2=3, x3=2
Answer 732: x1=3, x2=1, x3=2
Answer 733: x1=1, x2=3, x3=2
Answer 734: x1=1, x2=3, x3=2
Answer 735: x1=3, x2=1, x3=2
Answer 736: x1=3, x2=1, x3=2
Answer 737: x1=1, x2=3, x3=2
Answer 738: x1=3, x2=1, x3=2
Answer 739: x1=1, x2=3, x3=2
Answer 740: x1=3, x2=1, x3=2
Answer 741: x1=1, x2=3, x3=2
Answer 742: x1=1, x2=3, x3=2
Answer 743: x1=3, x2=1, x3=2
Answer 744: x1=3, x2=1, x3=2
Answer 745: x1=1, x2=3, x3=2
Answer 746: x1=3, x2=1, x3=2
Answer 747: x1=1, x2=3, x3=2
Answer 748: x1=3, x2=1, x3=2
Answer 749: x1=1, x2=3, x3=2
Answer 750: x1=1, x2=3, x3=2
Answer 751: x1=3, x2=1, x3=2
Answer 752: x1=3, x2=1, x3=2
Answer 753: x1=1, x2=3, x3=2
Answer 754: x1=3, x2=1, x3=2
Answer 755: x1=1, x2=3, x3=2
Answer 756: x1=3, x2=1, x3=2
Answer 757: x1=1, x2=3, x3=2
Answer 758: x1=1, x2=3, x3=2
Answer 759: x1=3, x2=1, x3=2
Answer 760: x1=3, x2=1, x3=2
Answer 761: x1=1, x2=3, x3=2
Answer 762: x1=3, x2=1, x3=2
Answer 763: x1=1, x2=3, x3=2
Answer 764: x1=3, x2=1, x3=2
Answer 765: x1=1, x2=3, x3=2
Answer 766: x1=1, x2=3, x3=2
Answer 767: x1=3, x2=1, x3=2
Answer 768: x1=3, x2=1, x3=2
Answer 769: x1=1, x2=3, x3=2
Answer 770: x1=3, x2=1, x3=2
Answer 771: x1=1, x2=3, x3=2
Answer 772: x1=3, x2=1, x3=2
Answer 773: x1=1, x2=3, x3=2
Answer 774: x1=1, x2=3, x3=2
Answer 775: x1=3, x2=1, x3=2
Answer 776: x1=3, x2=1, x3=2
Answer 777: x1=1, x2=3, x3=2
Answer 778: x1=3, x2=1, x3=2
Answer 779: x1=1, x2=3, x3=2
Answer 780: x1=3, x2=1, x3=2
Answer 781: x1=1, x2=3, x3=2
Answer 782: x1=1, x2=3, x3=2
Answer 783: x1=3, x2=1, x3=2
Answer 784: x1=3, x2=1, x3=2
Answer 785: x1=1, x2=3, x3=2
Answer 786: x1=3, x2=1, x3=2
Answer 787: x1=1, x2=3, x3=2
Answer 788: x1=3, x2=1, x3=2
Answer 789: x1=1, x2=3, x3=2
Answer 790: x1=1, x2=3, x3=2
Answer 791: x1=3, x2=1, x3=2
Answer 792: x1=3, x2=1, x3=2
Answer 793: x1=1, x2=3, x3=2
Answer 794: x1=3, x2=1, x3=2
Answer 795: x1=1, x2=3, x3=2
Answer 796: x1=3, x2=1, x3=2
Answer 797: x1=1, x2=3, x3=2
Answer 798: x1=1, x2=3, x3=2
Answer 799: x1=3, x2=1, x3=2
Answer 800: x1=3, x2=1, x3=2
Answer 801: x1=1, x2=3, x3=2
Answer 802: x1=3, x2=1, x3=2
Answer 803: x1=1, x2=3, x3=2
Answer 804: x1=3, x2=1, x3=2
Answer 805: x1=1, x2=3, x3=2
Answer 806: x1=1, x2=3, x3=2
Answer 807: x1=3, x2=1, x3=2
Answer 808: x1=3, x2=1, x3=2
Answer 809: x1=1, x2=3, x3=2
Answer 810: x1=3, x2=1, x3=2
Answer 811: x1=1, x2=3, x3=2
Answer 812: x1=3, x2=1, x3=2
Answer 813: x1=1, x2=3, x3=2
Answer 814: x1=1, x2=3, x3=2
Answer 815: x1=3, x2=1, x3=2
Answer 816: x1=3, x2=1, x3=2
Answer 817: x1=1, x2=3, x3=2
Answer 818: x1=3, x2=1, x3=2
Answer 819: x1=1, x2=3, x3=2
Answer 820: x1=3, x2=1, x3=2
Answer 821: x1=1, x2=3, x3=2
Answer 822: x1=1, x2=3, x3=2
Answer 823: x1=3, x2=1, x3=2
Answer 824: x1=3, x2=1, x3=2
Answer 825: x1=1, x2=3, x3=2
Answer 826: x1=3, x2=1, x3=2
Answer 827: x1=1, x2=3, x3=2
Answer 828: x1=3, x2=1, x3=2
Answer 829: x1=1, x2=3, x3=2
Answer 830: x1=1, x2=3, x3=2
Answer 831: x1=3, x2=1, x3=2
Answer 832: x1=3, x2=1, x3=2
Answer 833: x1=1, x2=3, x3=2
Answer 834: x1=3, x2=1, x3=2
Answer 835: x1=1, x2=3, x3=2
Answer 836: x1=3, x2=1, x3=2
Answer 837: x1=1, x2=3, x3=2
Answer 838: x1=1, x2=3, x3=2
Answer 839: x1=3, x2=1, x3=2
Answer 840: x1=3, x2=1, x3=2
Answer 841: x1=1, x2=3, x3=2
Answer 842: x1=3, x2=1, x3=2
Answer 843: x1=1, x2=3, x3=2
Answer 844: x1=3, x2=1, x3=2
Answer 845: x1=1, x2=3, x3=2
Answer 846: x1=1, x2=3, x3=2
Answer 847: x1=3, x2=1, x3=2
Answer 848: x1=3, x2=1, x3=2
Answer 849: x1=1, x2=3, x3=2
Answer 850: x1=3, x2=1, x3=2
Answer 851: x1=1, x2=3, x3=2
Answer 852: x1=3, x2=1, x3=2
Answer 853: x1=1, x2=3, x3=2
Answer 854: x1=1, x2=3, x3=2
Answer 855: x1=3, x2=1, x3=2
Answer 856: x1=3, x2=1, x3=2
Answer 857: x1=1, x2=3, x3=2
Answer 858: x1=3, x2=1, x3=2
Answer 859: x1=1, x2=3, x3=2
Answer 860: x1=3, x2=1, x3=2
Answer 861: x1=1, x2=3, x3=2
Answer 862: x1=1, x2=3, x3=2
Answer 863: x1=3, x2=1, x3=2
Answer 864: x1=3, x2=1, x3=2
Answer 865: x1=1, x2=3, x3=2
Answer 866: x1=3, x2=1, x3=2
Answer 867: x1=1, x2=3, x3=2
Answer 868: x1=3, x2=1, x3=2
Answer 869: x1=1, x2=3, x3=2
Answer 870: x1=1, x2=3, x3=2
Answer 871: x1=3, x2=1, x3=2
Answer 872: x1=3, x2=1, x3=2
Answer 873: x1=1, x2=3, x3=2
Answer 874: x1=3, x2=1, x3=2
Answer 875: x1=1, x2=3, x3=2
Answer 876: x1=3, x2=1, x3=2
Answer 877: x1=1, x2=3, x3=2
Answer 878: x1=1, x2=3, x3=2
Answer 879: x1=3, x2=1, x3=2
Answer 880: x1=3, x2=1, x3=2
Answer 881: x1=1, x2=3, x3=2
Answer 882: x1=3, x2=1, x3=2
Answer 883: x1=1, x2=3, x3=2
Answer 884: x1=3, x2=1, x3=2
Answer 885: x1=1, x2=3, x3=2
Answer 886: x1=1, x2=3, x3=2
Answer 887: x1=3, x2=1, x3=2
Answer 888: x1=3, x2=1, x3=2
Answer 889: x1=1, x2=3, x3=2
Answer 890: x1=3, x2=1, x3=2
Answer 891: x1=1, x2=3, x3=2
Answer 892: x1=3, x2=1, x3=2
Answer 893: x1=1, x2=3, x3=2
Answer 894: x1=1, x2=3, x3=2
Answer 895: x1=3, x2=1, x3=2
Answer 896: x1=3, x2=1, x3=2
Answer 897: x1=1, x2=3, x3=2
Answer 898: x1=3, x2=1, x3=2
Answer 899: x1=1, x2=3, x3=2
Answer 900: x1=3, x2=1, x3=2
Answer 901: x1=1, x2=3, x3=2
Answer 902: x1=1, x2=3, x3=2
Answer 903: x1=3, x2=1, x3=2
Answer 904: x1=3, x2=1, x3=2
Answer 905: x1=1, x2=3, x3=2
Answer 906: x1=3, x2=1, x3=2
Answer 907: x1=1, x2=3, x3=2
Answer 908: x1=3, x2=1, x3=2
Answer 909: x1=1, x2=3, x3=2
Answer 910: x1=1, x2=3, x3=2
Answer 911: x1=3, x2=1, x3=2
Answer 912: x1=3, x2=1, x3=2
Answer 913: x1=1, x2=3, x3=2
Answer 914: x1=3, x2=1, x3=2
Answer 915: x1=1, x2=3, x3=2
Answer 916: x1=3, x2=1, x3=2
Answer 917: x1=1, x2=3, x3=2
Answer 918: x1=1, x2=3, x3=2
Answer 919: x1=3, x2=1, x3=2
Answer 920: x1=3, x2=1, x3=2
Answer 921: x1=1, x2=3, x3=2
Answer 922: x1=3, x2=1, x3=2
Answer 923: x1=1, x2=3, x3=2
Answer 924: x1=3, x2=1, x3=2
Answer 925: x1=1, x2=3, x3=2
Answer 926: x1=1, x2=3, x3=2
Answer 927: x1=3, x2=1, x3=2
Answer 928: x1=3, x2=1, x3=2
Answer 929: x1=1, x2=3, x3=2
Answer 930: x1=3, x2=1, x3=2
Answer 931: x1=1, x2=3, x3=2
Answer 932: x1=3, x2=1, x3=2
Answer 933: x1=1, x2=3, x3=2
Answer 934: x1=1, x2=3, x3=2
Answer 935: x1=3, x2=1, x3=2
Answer 936: x1=3, x2=1, x3=2
Answer 937: x1=1, x2=3, x3=2
Answer 938: x1=3, x2=1, x3=2
Answer 939: x1=1, x2=3, x3=2
Answer 940: x1=3, x2=1, x3=2
Answer 941: x1=1, x2=3, x3=2
Answer 942: x1=1, x2=3, x3=2
Answer 943: x1=3, x2=1, x3=2
Answer 944: x1=3, x2=1, x3=2
Answer 945: x1=1, x2=3, x3=2
Answer 946: x1=3, x2=1, x3=2
Answer 947: x1=1, x2=3, x3=2
Answer 948: x1=3, x2=1, x3=2
Answer 949: x1=1, x2=3, x3=2
Answer 950: x1=1, x2=3, x3=2
Answer 951: x1=3, x2=1, x3=2
Answer 952: x1=3, x2=1, x3=2
Answer 953: x1=1, x2=3, x3=2
Answer 954: x1=3, x2=1, x3=2
Answer 955: x1=1, x2=3, x3=2
Answer 956: x1=3, x2=1, x3=2
Answer 957: x1=1, x2=3, x3=2
Answer 958: x1=1, x2=3, x3=2
Answer 959: x1=3, x2=1, x3=2
Answer 960: x1=3, x2=1, x3=2
Answer 961: x1=1, x2=3, x3=2
Answer 962: x1=3, x2=1, x3=2
Answer 963: x1=1, x2=3, x3=2
Answer 964: x1=3, x2=1, x3=2
Answer 965: x1=1, x2=3, x3=2
Answer 966: x1=1, x2=3, x3=2
Answer 967: x1=3, x2=1, x3=2
Answer 968: x1=3, x2=1, x3=2
Answer 969: x1=1, x2=3, x3=2
Answer 970: x1=3, x2=1, x3=2
Answer 971: x1=1, x2=3, x3=2
Answer 972: x1=3, x2=1, x3=2
Answer 973: x1=1, x2=3, x3=2
Answer 974: x1=1, x2=3, x3=2
Answer 975: x1=3, x2=1, x3=2
Answer 976: x1=3, x2=1, x3=2
Answer 977: x1=1, x2=3, x3=2
Answer 978: x1=3, x2=1, x3=2
Answer 979: x1=1, x2=3, x3=2
Answer 980: x1=3, x2=1, x3=2
Answer 981: x1=1, x2=3, x3=2
Answer 982: x1=1, x2=3, x3=2
Answer 983: x1=3, x2=1, x3=2
Answer 984: x1=3, x2=1, x3=2
Answer 985: x1=1, x2=3, x3=2
Answer 986: x1=3, x2=1, x3=2
Answer 987: x1=1, x2=3, x3=2
Answer 988: x1=3, x2=1, x3=2
Answer 989: x1=1, x2=3, x3=2
Answer 990: x1=1, x2=3, x3=2
Answer 991: x1=3, x2=1, x3=2
Answer 992: x1=3, x2=1, x3=2
Answer 993: x1=1, x2=3, x3=2
Answer 994: x1=3, x2=1, x3=2
Answer 995: x1=1, x2=3, x3=2
Answer 996: x1=3, x2=1, x3=2
Answer 997: x1=1, x2=3, x3=2
Answer 998: x1=1, x2=3, x3=2
Answer 999: x1=3, x2=1, x3=2
Answer 1000: x1=3, x2=1, x3=2
Answer 1001: x1=1, x2=3, x3=2
Answer 1002: x1=3, x2=1, x3=2
Answer 1003: x1=1, x2=3, x3=2
Answer 1004: x1=3, x2=1, x3=2
Answer 1005: x1=1, x2=3, x3=2
Answer 1006: x1=1, x2=3, x3=2
Answer 1007: x1=3, x2=1, x3=2
Answer 1008: x1=3, x2=1, x3=2
Answer 1009: x1=1, x2=3, x3=2
Answer 1010: x1=3, x2=1, x3=2
Answer 1011: x1=1, x2=3, x3=2
Answer 1012: x1=3, x2=1, x3=2
Answer 1013: x1=1, x2=3, x3=2
Answer 1014: x1=1, x2=3, x3=2
Answer 1015: x1=3, x2=1, x3=2
Answer 1016: x1=3, x2=1, x3=2
Answer 1017: x1=1, x2=3, x3=2
Answer 1018: x1=3, x2=1, x3=2
Answer 1019: x1=1, x2=3, x3=2
Answer 1020: x1=3, x2=1, x3=2
Answer 1021: x1=1, x2=3, x3=2
Answer 1022: x1=1, x2=3, x3=2
Answer 1023: x1=3, x2=1, x3=2
Answer 1024: x1=3, x2=1, x3=2
Answer 1025: x1=1, x2=3, x3=2
Answer 1026: x1=3, x2=1, x3=2
Answer 1027: x1=1, x2=3, x3=2
Answer 1028: x1=3, x2=1, x3=2
Answer 1029: x1=1, x2=3, x3=2
Answer 1030: x1=1, x2=3, x3=2
Answer 1031: x1=3, x2=1, x3=2
Answer 1032: x1=3, x2=1, x3=2
Answer 1033: x1=1, x2=3, x3=2
Answer 1034: x1=3, x2=1, x3=2
Answer 1035: x1=1, x2=3, x3=2
Answer 1036: x1=3, x2=1, x3=2
Answer 1037: x1=1, x2=3, x3=2
Answer 1038: x1=1, x2=3, x3=2
Answer 1039: x1=3, x2=1, x3=2
Answer 1040: x1=3, x2=1, x3=2
Answer 1041: x1=1, x2=3, x3=2
Answer 1042: x1=3, x2=1, x3=2
Answer 1043: x1=1, x2=3, x3=2
Answer 1044: x1=3, x2=1, x3=2
Answer 1045: x1=1, x2=3, x3=2
Answer 1046: x1=1, x2=3, x3=2
Answer 1047: x1=3, x2=1, x3=2
Answer 1048: x1=3, x2=1, x3=2
Answer 1049: x1=1, x2=3, x3=2
Answer 1050: x1=3, x2=1, x3=2
Answer 1051: x1=1, x2=3, x3=2
Answer 1052: x1=3, x2=1, x3=2
Answer 1053: x1=1, x2=3, x3=2
Answer 1054: x1=1, x2=3, x3=2
Answer 1055: x1=3, x2=1, x3=2
Answer 1056: x1=3, x2=1, x3=2
Answer 1057: x1=1, x2=3, x3=2
Answer 1058: x1=3, x2=1, x3=2
Answer 1059: x1=1, x2=3, x3=2
Answer 1060: x1=3, x2=1, x3=2
Answer 1061: x1=1, x2=3, x3=2
Answer 1062: x1=1, x2=3, x3=2
Answer 1063: x1=3, x2=1, x3=2
Answer 1064: x1=3, x2=1, x3=2
Answer 1065: x1=1, x2=3, x3=2
Answer 1066: x1=3, x2=1, x3=2
Answer 1067: x1=1, x2=3, x3=2
Answer 1068: x1=3, x2=1, x3=2
Answer 1069: x1=1, x2=3, x3=2
Answer 1070: x1=1, x2=3, x3=2
Answer 1071: x1=3, x2=1, x3=2
Answer 1072: x1=3, x2=1, x3=2
Answer 1073: x1=1, x2=3, x3=2
Answer 1074: x1=3, x2=1, x3=2
Answer 1075: x1=1, x2=3, x3=2
Answer 1076: x1=3, x2=1, x3=2
Answer 1077: x1=1, x2=3, x3=2
Answer 1078: x1=1, x2=3, x3=2
Answer 1079: x1=3, x2=1, x3=2
Answer 1080: x1=3, x2=1, x3=2
Answer 1081: x1=1, x2=3, x3=2
Answer 1082: x1=3, x2=1, x3=2
Answer 1083: x1=1, x2=3, x3=2
Answer 1084: x1=3, x2=1, x3=2
Answer 1085: x1=1, x2=3, x3=2
Answer 1086: x1=1, x2=3, x3=2
Answer 1087: x1=3, x2=1, x3=2
Answer 1088: x1=3, x2=1, x3=2
Answer 1089: x1=1, x2=3, x3=2
Answer 1090: x1=3, x2=1, x3=2
Answer 1091: x1=1, x2=3, x3=2
Answer 1092: x1=3, x2=1, x3=2
Answer 1093: x1=1, x2=3, x3=2
Answer 1094: x1=1, x2=3, x3=2
Answer 1095: x1=3, x2=1, x3=2
Answer 1096: x1=3, x2=1, x3=2
Answer 1097: x1=1, x2=3, x3=2
Answer 1098: x1=3, x2=1, x3=2
Answer 1099: x1=1, x2=3, x3=2
Answer 1100: x1=3, x2=1, x3=2
Answer 1101: x1=1, x2=3, x3=2
Answer 1102: x1=1, x2=3, x3=2
Answer 1103: x1=3, x2=1, x3=2
Answer 1104: x1=3, x2=1, x3=2
Answer 1105: x1=1, x2=3, x3=2
Answer 1106: x1=3, x2=1, x3=2
Answer 1107: x1=1, x2=3, x3=2
Answer 1108: x1=3, x2=1, x3=2
Answer 1109: x1=1, x2=3, x3=2
Answer 1110: x1=1, x2=3, x3=2
Answer 1111: x1=3, x2=1, x3=2
Answer 1112: x1=3, x2=1, x3=2
Answer 1113: x1=1, x2=3, x3=2
Answer 1114: x1=3, x2=1, x3=2
Answer 1115: x1=1, x2=3, x3=2
Answer 1116: x1=3, x2=1, x3=2
Answer 1117: x1=1, x2=3, x3=2
Answer 1118: x1=1, x2=3, x3=2
Answer 1119: x1=3, x2=1, x3=2
Answer 1120: x1=3, x2=1, x3=2
Answer 1121: x1=1, x2=3, x3=2
Answer 1122: x1=3, x2=1, x3=2
Answer 1123: x1=1, x2=3, x3=2
Answer 1124: x1=3, x2=1, x3=2
Answer 1125: x1=1, x2=3, x3=2
Answer 1126: x1=1, x2=3, x3=2
Answer 1127: x1=3, x2=1, x3=2
Answer 1128: x1=3, x2=1, x3=2
Answer 1129: x1=1, x2=3, x3=2
Answer 1130: x1=3, x2=1, x3=2
Answer 1131: x1=1, x2=3, x3=2
Answer 1132: x1=3, x2=1, x3=2
Answer 1133: x1=1, x2=3, x3=2
Answer 1134: x1=1, x2=3, x3=2
Answer 1135: x1=3, x2=1, x3=2
Answer 1136: x1=3, x2=1, x3=2
Answer 1137: x1=1, x2=3, x3=2
Answer 1138: x1=3, x2=1, x3=2
Answer 1139: x1=1, x2=3, x3=2
Answer 1140: x1=3, x2=1, x3=2
Answer 1141: x1=1, x2=3, x3=2
Answer 1142: x1=1, x2=3, x3=2
Answer 1143: x1=3, x2=1, x3=2
Answer 1144: x1=3, x2=1, x3=2
Answer 1145: x1=1, x2=3, x3=2
Answer 1146: x1=3, x2=1, x3=2
Answer 1147: x1=1, x2=3, x3=2
Answer 1148: x1=3, x2=1, x3=2
Answer 1149: x1=1, x2=3, x3=2
Answer 1150: x1=1, x2=3, x3=2
Answer 1151: x1=3, x2=1, x3=2
Answer 1152: x1=3, x2=1, x3=2
Answer 1153: x1=1, x2=3, x3=2
Answer 1154: x1=3, x2=1, x3=2
Answer 1155: x1=1, x2=3, x3=2
Answer 1156: x1=3, x2=1, x3=2
Answer 1157: x1=1, x2=3, x3=2
Answer 1158: x1=1, x2=3, x3=2
Answer 1159: x1=3, x2=1, x3=2
Answer 1160: x1=3, x2=1, x3=2
Answer 1161: x1=1, x2=3, x3=2
Answer 1162: x1=3, x2=1, x3=2
Answer 1163: x1=1, x2=3, x3=2
Answer 1164: x1=3, x2=1, x3=2
Answer 1165: x1=1, x2=3, x3=2
Answer 1166: x1=1, x2=3, x3=2
Answer 1167: x1=3, x2=1, x3=2
Answer 1168: x1=3, x2=1, x3=2
Answer 1169: x1=1, x2=3, x3=2
Answer 1170: x1=3, x2=1, x3=2
Answer 1171: x1=1, x2=3, x3=2
Answer 1172: x1=3, x2=1, x3=2
Answer 1173: x1=1, x2=3, x3=2
Answer 1174: x1=1, x2=3, x3=2
Answer 1175: x1=3, x2=1, x3=2
Answer 1176: x1=3, x2=1, x3=2
Answer 1177: x1=1, x2=3, x3=2
Answer 1178: x1=3, x2=1, x3=2
Answer 1179: x1=1, x2=3, x3=2
Answer 1180: x1=3, x2=1, x3=2
Answer 1181: x1=1, x2=3, x3=2
Answer 1182: x1=1, x2=3, x3=2
Answer 1183: x1=3, x2=1, x3=2
Answer 1184: x1=3, x2=1, x3=2
Answer 1185: x1=1, x2=3, x3=2
Answer 1186: x1=3, x2=1, x3=2
Answer 1187: x1=1, x2=3, x3=2
Answer 1188: x1=3, x2=1, x3=2
Answer 1189: x1=1, x2=3, x3=2
Answer 1190: x1=1, x2=3, x3=2
Answer 1191: x1=3, x2=1, x3=2
Answer 1192: x1=3, x2=1, x3=2
Answer 1193: x1=1, x2=3, x3=2
Answer 1194: x1=3, x2=1, x3=2
Answer 1195: x1=1, x2=3, x3=2
Answer 1196: x1=3, x2=1, x3=2
Answer 1197: x1=1, x2=3, x3=2
Answer 1198: x1=1, x2=3, x3=2
Answer 1199: x1=3, x2=1, x3=2
Answer 1200: x1=3, x2=1, x3=2
Answer 1201: x1=1, x2=3, x3=2
Answer 1202: x1=3, x2=1, x3=2
Answer 1203: x1=1, x2=3, x3=2
Answer 1204: x1=3, x2=1, x3=2
Answer 1205: x1=1, x2=3, x3=2
Answer 1206: x1=1, x2=3, x3=2
Answer 1207: x1=3, x2=1, x3=2
Answer 1208: x1=3, x2=1, x3=2
Answer 1209: x1=1, x2=3, x3=2
Answer 1210: x1=3, x2=1, x3=2
Answer 1211: x1=1, x2=3, x3=2
Answer 1212: x1=3, x2=1, x3=2
Answer 1213: x1=1, x2=3, x3=2
Answer 1214: x1=1, x2=3, x3=2
Answer 1215: x1=3, x2=1, x3=2
Answer 1216: x1=3, x2=1, x3=2
Answer 1217: x1=1, x2=3, x3=2
Answer 1218: x1=3, x2=1, x3=2
Answer 1219: x1=1, x2=3, x3=2
Answer 1220: x1=3, x2=1, x3=2
Answer 1221: x1=1, x2=3, x3=2
Answer 1222: x1=1, x2=3, x3=2
Answer 1223: x1=3, x2=1, x3=2
Answer 1224: x1=3, x2=1, x3=2
Answer 1225: x1=1, x2=3, x3=2
Answer 1226: x1=3, x2=1, x3=2
Answer 1227: x1=1, x2=3, x3=2
Answer 1228: x1=3, x2=1, x3=2
Answer 1229: x1=1, x2=3, x3=2
Answer 1230: x1=1, x2=3, x3=2
Answer 1231: x1=3, x2=1, x3=2
Answer 1232: x1=3, x2=1, x3=2
Answer 1233: x1=1, x2=3, x3=2
Answer 1234: x1=3, x2=1, x3=2
Answer 1235: x1=1, x2=3, x3=2
Answer 1236: x1=3, x2=1, x3=2
Answer 1237: x1=1, x2=3, x3=2
Answer 1238: x1=1, x2=3, x3=2
Answer 1239: x1=3, x2=1, x3=2
Answer 1240: x1=3, x2=1, x3=2
Answer 1241: x1=1, x2=3, x3=2
Answer 1242: x1=3, x2=1, x3=2
Answer 1243: x1=1, x2=3, x3=2
Answer 1244: x1=3, x2=1, x3=2
Answer 1245: x1=1, x2=3, x3=2
Answer 1246: x1=1, x2=3, x3=2
Answer 1247: x1=3, x2=1, x3=2
Answer 1248: x1=3, x2=1, x3=2
Answer 1249: x1=1, x2=3, x3=2
Answer 1250: x1=3, x2=1, x3=2
Answer 1251: x1=1, x2=3, x3=2
Answer 1252: x1=3, x2=1, x3=2
Answer 1253: x1=1, x2=3, x3=2
Answer 1254: x1=1, x2=3, x3=2
Answer 1255: x1=3, x2=1, x3=2
Answer 1256: x1=3, x2=1, x3=2
Answer 1257: x1=1, x2=3, x3=2
Answer 1258: x1=3, x2=1, x3=2
Answer 1259: x1=1, x2=3, x3=2
Answer 1260: x1=3, x2=1, x3=2
Answer 1261: x1=1, x2=3, x3=2
Answer 1262: x1=1, x2=3, x3=2
Answer 1263: x1=3, x2=1, x3=2
Answer 1264: x1=3, x2=1, x3=2
Answer 1265: x1=1, x2=3, x3=2
Answer 1266: x1=3, x2=1, x3=2
Answer 1267: x1=1, x2=3, x3=2
Answer 1268: x1=3, x2=1, x3=2
Answer 1269: x1=1, x2=3, x3=2
Answer 1270: x1=1, x2=3, x3=2
Answer 1271: x1=3, x2=1, x3=2
Answer 1272: x1=3, x2=1, x3=2
Answer 1273: x1=1, x2=3, x3=2
Answer 1274: x1=3, x2=1, x3=2
Answer 1275: x1=1, x2=3, x3=2
Answer 1276: x1=3, x2=1, x3=2
Answer 1277: x1=1, x2=3, x3=2
Answer 1278: x1=1, x2=3, x3=2
Answer 1279: x1=3, x2=1, x3=2
Answer 1280: x1=3, x2=1, x3=2
Answer 1281: x1=1, x2=3, x3=2
Answer 1282: x1=3, x2=1, x3=2
Answer 1283: x1=1, x2=3, x3=2
Answer 1284: x1=3, x2=1, x3=2
Answer 1285: x1=1, x2=3, x3=2
Answer 1286: x1=1, x2=3, x3=2
Answer 1287: x1=3, x2=1, x3=2
Answer 1288: x1=3, x2=1, x3=2
Answer 1289: x1=1, x2=3, x3=2
Answer 1290: x1=3, x2=1, x3=2
Answer 1291: x1=1, x2=3, x3=2
Answer 1292: x1=3, x2=1, x3=2
Answer 1293: x1=1, x2=3, x3=2
Answer 1294: x1=1, x2=3, x3=2
Answer 1295: x1=3, x2=1, x3=2
Answer 1296: x1=3, x2=1, x3=2
Answer 1297: x1=1, x2=3, x3=2
Answer 1298: x1=3, x2=1, x3=2
Answer 1299: x1=1, x2=3, x3=2
Answer 1300: x1=3, x2=1, x3=2
Answer 1301: x1=1, x2=3, x3=2
Answer 1302: x1=1, x2=3, x3=2
Answer 1303: x1=3, x2=1, x3=2
Answer 1304: x1=3, x2=1, x3=2
Answer 1305: x1=1, x2=3, x3=2
Answer 1306: x1=3, x2=1, x3=2
Answer 1307: x1=1, x2=3, x3=2
Answer 1308: x1=3, x2=1, x3=2
Answer 1309: x1=1, x2=3, x3=2
Answer 1310: x1=1, x2=3, x3=2
Answer 1311: x1=3, x2=1, x3=2
Answer 1312: x1=3, x2=1, x3=2
Answer 1313: x1=1, x2=3, x3=2
Answer 1314: x1=3, x2=1, x3=2
